pscase_type	pscase_mode	frontier	countmin_search	countmin_mode	BF_steps	runtime
randomE	false	bpq	hybrid	online	1	1.2270 ± 0.0334
mix_gen	false	bpq	ob	offline	2	1.2271 ± 0.0372
mix_all	online	bpq	hybrid	online	2	1.2271 ± 0.0750
randomE	blank	bpq	ob	blank	1	1.2277 ± 0.0389
randomE	online	bpq	hybrid	online	2	1.2279 ± 0.0722
randomE	online	bpq	dedup	blank	3	1.2280 ± 0.0416
mix_gen	blank	bpq	dedup	blank	1	1.2281 ± 0.0462
randomE	online	bpq	npf	online	1	1.2281 ± 0.0569
randomE	online	bpq	hybrid	offline	3	1.2283 ± 0.0718
mix_gen	blank	bpq	ob	blank	1	1.2284 ± 0.0340
randomE	false	bpq	npf	offline	0	1.2284 ± 0.0599
mix_all	blank	bpq	npf	blank	0	1.2284 ± 0.0639
mix_all	offline	bpq	hybrid	online	1	1.2285 ± 0.0562
mix_gen	blank	bpq	ob	blank	0	1.2285 ± 0.0362
randomE	blank	bpq	dedup	blank	2	1.2289 ± 0.0655
mix_all	false	bpq	npf	online	0	1.2291 ± 0.0622
randomE	online	bpq	dedup	offline	2	1.2294 ± 0.0433
mix_all	blank	bpq	dedup	online	2	1.2298 ± 0.0477
mix_all	offline	bpq	ob	online	3	1.2298 ± 0.0603
randomE	blank	bpq	hybrid	offline	0	1.2300 ± 0.0879
mix_all	online	bpq	npf	online	2	1.2300 ± 0.0449
mix_gen	blank	bpq	ob	blank	3	1.2300 ± 0.0440
mix_all	offline	bpq	npf	online	2	1.2301 ± 0.0569
mix_all	online	bpq	dedup	online	3	1.2301 ± 0.0356
mix_all	blank	bpq	hybrid	blank	2	1.2302 ± 0.0325
mix_gen	online	bpq	dedup	offline	3	1.2302 ± 0.0440
randomE	blank	bpq	ob	online	3	1.2303 ± 0.0351
mix_gen	false	bpq	hybrid	blank	1	1.2306 ± 0.0399
mix_all	online	bpq	npf	online	3	1.2306 ± 0.0447
