pscase_type	pscase_mode	frontier	countmin_search	countmin_mode	BF_steps	runtime
randomH	false	lapq	hybrid	online	3	1.9018 ± 0.1274
mix_all	online	lapq	dedup	online	2	1.9040 ± 0.1363
mix_all	online	lapq	npf	blank	3	1.9045 ± 0.0828
randomH	online	lapq	hybrid	offline	3	1.9054 ± 0.0966
randomH	online	lapq	ob	blank	3	1.9055 ± 0.1132
mix_all	online	lapq	npf	offline	2	1.9057 ± 0.0899
mix_gen	online	lapq	dedup	blank	2	1.9058 ± 0.1322
randomH	false	lapq	hybrid	blank	2	1.9075 ± 0.0919
randomH	online	lapq	dedup	online	3	1.9090 ± 0.1125
mix_gen	false	lapq	ob	blank	3	1.9099 ± 0.0671
randomH	false	lapq	npf	online	2	1.9101 ± 0.1650
mix_gen	online	lapq	ob	blank	2	1.9111 ± 0.1102
mix_all	online	lapq	npf	online	3	1.9113 ± 0.0961
mix_gen	false	lapq	dedup	offline	3	1.9123 ± 0.1326
mix_gen	online	lapq	hybrid	offline	2	1.9149 ± 0.1167
mix_all	false	lapq	hybrid	online	3	1.9151 ± 0.1351
mix_gen	false	lapq	hybrid	online	2	1.9159 ± 0.1315
randomH	online	lapq	false	false	0	1.9169 ± 0.0985
mix_all	online	lapq	dedup	offline	2	1.9170 ± 0.0814
mix_gen	online	lapq	npf	blank	2	1.9202 ± 0.0468
mix_gen	online	lapq	hybrid	online	3	1.9242 ± 0.0945
randomH	online	lapq	ob	offline	2	1.9252 ± 0.1113
randomH	online	lapq	ob	online	2	1.9259 ± 0.0884
mix_all	online	lapq	ob	blank	3	1.9270 ± 0.0720
mix_all	online	lapq	hybrid	online	3	1.9287 ± 0.1082
randomH	online	lapq	hybrid	offline	2	1.9287 ± 0.1119
mix_all	online	lapq	npf	online	2	1.9300 ± 0.1109
mix_gen	online	lapq	false	false	0	1.9339 ± 0.1668
mix_gen	online	lapq	npf	offline	3	1.9343 ± 0.0699
randomH	false	lapq	hybrid	offline	2	1.9348 ± 0.1333
mix_all	online	lapq	ob	offline	2	1.9441 ± 0.1352
mix_gen	online	lapq	ob	online	3	1.9453 ± 0.1295
mix_all	online	lapq	hybrid	blank	2	1.9458 ± 0.1010
mix_all	online	lapq	ob	online	2	1.9465 ± 0.0787
mix_all	false	lapq	npf	blank	2	1.9487 ± 0.1687
mix_all	online	lapq	hybrid	offline	2	1.9497 ± 0.1723
randomH	online	lapq	hybrid	blank	2	1.9498 ± 0.0795
randomH	online	lapq	npf	online	3	1.9525 ± 0.1286
mix_gen	online	lapq	npf	blank	3	1.9552 ± 0.1288
randomH	false	lapq	dedup	online	3	1.9556 ± 0.2639
mix_all	false	lapq	ob	blank	3	1.9576 ± 0.1442
randomH	online	lapq	dedup	blank	3	1.9576 ± 0.1725
randomH	false	lapq	false	false	0	1.9584 ± 0.0959
mix_all	online	lapq	hybrid	offline	3	1.9677 ± 0.1721
mix_gen	online	lapq	ob	offline	2	1.9696 ± 0.1559
randomH	online	lapq	hybrid	online	3	1.9797 ± 0.2297
randomH	online	lapq	hybrid	online	2	1.9797 ± 0.2904
mix_all	false	lapq	npf	offline	2	1.9987 ± 0.2875
mix_all	false	lapq	hybrid	online	2	2.0035 ± 0.2662
randomH	false	lapq	ob	online	2	2.0210 ± 0.3628
mix_gen	false	lapq	ob	blank	2	2.0351 ± 0.2768
mix_all	false	lapq	npf	offline	0	2.0569 ± 0.0707
mix_gen	false	lapq	hybrid	blank	1	2.0591 ± 0.0614
mix_all	false	lapq	ob	offline	1	2.0631 ± 0.0510
randomH	false	lapq	dedup	blank	1	2.0652 ± 0.0686
mix_all	online	lapq	hybrid	online	2	2.0656 ± 0.3699
randomH	online	lapq	hybrid	blank	3	2.0734 ± 0.4713
mix_gen	false	lapq	npf	online	1	2.0759 ± 0.0721
randomH	false	lapq	hybrid	online	2	2.0770 ± 0.3983
randomH	false	lapq	npf	offline	1	2.0775 ± 0.0824
mix_all	false	lapq	dedup	online	1	2.0802 ± 0.0679
randomH	false	lapq	npf	offline	0	2.0803 ± 0.0560
randomH	false	lapq	npf	blank	1	2.0813 ± 0.0764
randomH	false	lapq	dedup	offline	1	2.0842 ± 0.0591
mix_all	false	lapq	ob	blank	1	2.0863 ± 0.0465
mix_all	false	lapq	dedup	offline	1	2.0864 ± 0.0710
mix_all	online	lapq	ob	offline	1	2.0866 ± 0.0546
mix_all	false	lapq	hybrid	blank	1	2.0876 ± 0.0897
mix_gen	false	lapq	npf	online	0	2.0895 ± 0.0683
randomH	online	lapq	npf	offline	0	2.0906 ± 0.0966
mix_all	online	lapq	dedup	blank	1	2.0921 ± 0.1017
mix_all	false	lapq	dedup	blank	1	2.0923 ± 0.0913
randomH	false	lapq	npf	blank	0	2.0936 ± 0.0802
mix_all	false	lapq	npf	online	1	2.0938 ± 0.0611
mix_gen	false	lapq	npf	offline	1	2.0940 ± 0.0688
mix_gen	false	lapq	ob	online	1	2.0957 ± 0.0798
mix_gen	online	lapq	npf	offline	0	2.0959 ± 0.1009
mix_all	online	lapq	npf	offline	0	2.0963 ± 0.0902
mix_gen	false	lapq	dedup	blank	1	2.0972 ± 0.0726
mix_all	online	lapq	npf	blank	1	2.0974 ± 0.0813
randomH	online	lapq	npf	online	0	2.0990 ± 0.1087
mix_gen	false	lapq	dedup	offline	1	2.0996 ± 0.0864
mix_gen	false	lapq	npf	offline	0	2.0999 ± 0.0749
mix_gen	online	lapq	npf	offline	1	2.1000 ± 0.0803
mix_gen	false	lapq	hybrid	offline	1	2.1017 ± 0.0960
mix_all	online	lapq	dedup	offline	1	2.1038 ± 0.1058
mix_gen	online	lapq	npf	blank	1	2.1055 ± 0.1017
mix_gen	online	lapq	npf	blank	0	2.1059 ± 0.0964
randomH	online	lapq	dedup	offline	1	2.1062 ± 0.0847
mix_all	false	lapq	npf	online	0	2.1105 ± 0.1092
mix_all	false	lapq	npf	blank	1	2.1133 ± 0.0880
mix_all	online	lapq	npf	blank	0	2.1143 ± 0.0928
randomH	online	lapq	npf	blank	0	2.1159 ± 0.1111
mix_gen	online	lapq	dedup	online	1	2.1166 ± 0.0417
randomH	false	lapq	npf	online	1	2.1188 ± 0.0431
mix_gen	false	lapq	hybrid	online	1	2.1188 ± 0.0687
mix_gen	online	lapq	ob	offline	1	2.1189 ± 0.0529
mix_all	false	lapq	hybrid	online	1	2.1195 ± 0.0929
mix_all	false	lapq	hybrid	offline	1	2.1201 ± 0.0954
randomH	false	lapq	ob	offline	1	2.1210 ± 0.0645
mix_all	online	lapq	dedup	online	1	2.1274 ± 0.1280
randomH	false	lapq	ob	blank	1	2.1283 ± 0.1952
randomH	online	lapq	npf	offline	1	2.1288 ± 0.2034
randomH	online	lapq	npf	blank	1	2.1305 ± 0.1613
mix_all	online	lapq	ob	blank	1	2.1311 ± 0.0585
mix_all	online	lapq	npf	online	0	2.1337 ± 0.0785
mix_gen	online	lapq	ob	blank	1	2.1349 ± 0.1026
randomH	false	lapq	ob	online	1	2.1349 ± 0.0795
mix_gen	false	lapq	dedup	online	1	2.1356 ± 0.1553
mix_gen	false	lapq	npf	blank	0	2.1381 ± 0.0744
randomH	false	lapq	npf	online	0	2.1429 ± 0.1003
mix_all	false	lapq	npf	blank	0	2.1467 ± 0.1485
mix_gen	false	lapq	npf	blank	1	2.1474 ± 0.1683
mix_gen	false	lapq	ob	blank	1	2.1483 ± 0.0474
mix_gen	online	lapq	dedup	blank	1	2.1486 ± 0.1365
randomH	online	lapq	dedup	blank	1	2.1503 ± 0.0974
mix_all	false	lapq	ob	online	1	2.1531 ± 0.0765
randomH	false	lapq	hybrid	offline	1	2.1544 ± 0.1162
randomH	online	lapq	hybrid	blank	1	2.1581 ± 0.0906
mix_gen	online	lapq	hybrid	offline	1	2.1628 ± 0.1404
mix_gen	online	lapq	npf	online	1	2.1654 ± 0.1063
mix_all	false	lapq	ob	offline	0	2.1661 ± 0.0532
randomH	online	lapq	dedup	online	1	2.1665 ± 0.1586
randomH	false	lapq	hybrid	blank	1	2.1683 ± 0.0734
randomH	false	lapq	ob	blank	0	2.1729 ± 0.0596
mix_gen	online	lapq	hybrid	online	1	2.1747 ± 0.0767
mix_all	online	lapq	npf	online	1	2.1754 ± 0.1053
randomH	false	lapq	dedup	online	1	2.1765 ± 0.0863
mix_all	false	lapq	npf	offline	1	2.1776 ± 0.2458
mix_all	false	lapq	ob	blank	0	2.1851 ± 0.0227
mix_gen	online	lapq	dedup	offline	1	2.1864 ± 0.1896
mix_gen	online	lapq	ob	online	1	2.1876 ± 0.1193
mix_gen	false	lapq	ob	online	0	2.1898 ± 0.0652
mix_gen	online	lapq	hybrid	blank	1	2.1899 ± 0.1471
mix_all	online	lapq	npf	offline	1	2.1902 ± 0.1353
mix_all	online	lapq	ob	offline	0	2.1965 ± 0.0603
randomH	online	lapq	ob	offline	1	2.1975 ± 0.0554
randomH	online	lapq	hybrid	online	1	2.1990 ± 0.1190
randomH	online	lapq	ob	blank	1	2.2008 ± 0.1429
mix_all	false	lapq	dedup	online	3	2.2090 ± 0.7346
mix_gen	false	lapq	ob	blank	0	2.2097 ± 0.1113
randomH	false	lapq	hybrid	online	1	2.2101 ± 0.1546
mix_gen	false	lapq	ob	offline	0	2.2104 ± 0.1138
randomH	online	lapq	hybrid	offline	1	2.2124 ± 0.1311
mix_all	online	lapq	ob	online	1	2.2146 ± 0.1459
mix_all	online	lapq	hybrid	offline	1	2.2161 ± 0.1382
mix_gen	false	lapq	ob	offline	1	2.2185 ± 0.3061
randomH	false	lapq	ob	online	0	2.2272 ± 0.0837
mix_gen	online	lapq	ob	blank	0	2.2322 ± 0.0843
randomH	online	lapq	ob	online	1	2.2334 ± 0.1588
randomH	online	lapq	ob	offline	0	2.2464 ± 0.0758
mix_all	online	lapq	ob	blank	0	2.2496 ± 0.0348
mix_all	false	lapq	ob	online	0	2.2531 ± 0.1149
randomH	online	lapq	ob	online	0	2.2637 ± 0.0728
mix_gen	online	lapq	ob	offline	0	2.2640 ± 0.0964
mix_all	online	lapq	hybrid	online	1	2.2703 ± 0.2559
mix_gen	online	lapq	ob	online	0	2.2834 ± 0.0598
mix_all	online	lapq	hybrid	blank	1	2.2925 ± 0.2379
mix_all	online	lapq	ob	online	0	2.3091 ± 0.1302
randomH	online	lapq	ob	blank	0	2.3363 ± 0.1493
randomH	online	lapq	npf	online	1	2.3954 ± 0.6884
mix_gen	online	lapq	npf	online	0	2.4269 ± 0.6260
randomH	false	lapq	ob	offline	0	2.4985 ± 0.5991
mix_all	blank	bpq	dedup	online	3	2.7885 ± 0.0625
randomH	blank	bpq	dedup	blank	2	2.7906 ± 0.0681
randomH	offline	bpq	dedup	offline	0	2.8160 ± 0.0271
randomH	blank	bpq	npf	offline	2	2.8201 ± 0.0828
mix_gen	blank	bpq	dedup	online	0	2.8203 ± 0.0975
mix_gen	offline	bpq	dedup	online	3	2.8206 ± 0.0595
randomH	blank	bpq	hybrid	blank	2	2.8217 ± 0.1249
mix_all	offline	bpq	dedup	online	3	2.8231 ± 0.0566
mix_all	blank	bpq	dedup	offline	2	2.8238 ± 0.0927
mix_all	blank	bpq	npf	online	3	2.8254 ± 0.0877
mix_gen	offline	bpq	dedup	online	0	2.8271 ± 0.0871
mix_gen	blank	bpq	dedup	blank	0	2.8289 ± 0.1203
randomH	offline	bpq	hybrid	blank	3	2.8304 ± 0.0695
randomH	blank	bpq	dedup	online	1	2.8307 ± 0.0824
mix_gen	blank	bpq	dedup	blank	1	2.8308 ± 0.0891
randomH	offline	bpq	dedup	blank	2	2.8331 ± 0.0591
mix_all	blank	bpq	dedup	offline	1	2.8332 ± 0.1218
mix_gen	offline	bpq	dedup	blank	1	2.8336 ± 0.0782
randomH	offline	bpq	hybrid	blank	2	2.8354 ± 0.0269
mix_all	offline	bpq	npf	blank	0	2.8363 ± 0.0878
mix_gen	blank	bpq	hybrid	online	0	2.8370 ± 0.0904
mix_gen	offline	bpq	false	false	0	2.8390 ± 0.1216
mix_all	offline	bpq	dedup	offline	1	2.8391 ± 0.0763
mix_gen	offline	bpq	dedup	offline	2	2.8393 ± 0.0792
mix_gen	blank	bpq	dedup	offline	3	2.8397 ± 0.1168
randomH	offline	bpq	npf	online	1	2.8402 ± 0.0285
randomH	offline	bpq	hybrid	online	2	2.8415 ± 0.0861
mix_all	offline	bpq	npf	blank	3	2.8424 ± 0.0748
randomH	blank	bpq	npf	online	1	2.8427 ± 0.0853
mix_all	offline	bpq	npf	online	3	2.8428 ± 0.0980
randomH	blank	bpq	npf	online	0	2.8434 ± 0.1164
randomH	offline	bpq	hybrid	blank	1	2.8442 ± 0.0704
mix_gen	offline	bpq	dedup	blank	2	2.8447 ± 0.0445
mix_all	blank	bpq	dedup	online	2	2.8451 ± 0.1139
randomH	offline	bpq	hybrid	offline	1	2.8456 ± 0.1167
randomH	blank	bpq	hybrid	offline	0	2.8468 ± 0.0737
randomH	blank	bpq	npf	blank	2	2.8474 ± 0.1086
mix_gen	offline	bpq	hybrid	online	0	2.8477 ± 0.0605
mix_gen	blank	bpq	dedup	offline	2	2.8499 ± 0.1837
randomH	blank	bpq	dedup	offline	1	2.8502 ± 0.1390
randomH	blank	bpq	npf	offline	0	2.8508 ± 0.0576
randomH	blank	bpq	dedup	online	3	2.8513 ± 0.1020
mix_all	blank	bpq	dedup	blank	0	2.8521 ± 0.0428
randomH	offline	bpq	ob	offline	1	2.8521 ± 0.0451
mix_all	offline	bpq	hybrid	offline	2	2.8523 ± 0.0483
randomH	offline	bpq	dedup	offline	2	2.8527 ± 0.0340
mix_gen	offline	bpq	hybrid	blank	1	2.8527 ± 0.1202
mix_all	offline	bpq	dedup	online	2	2.8528 ± 0.0708
mix_all	offline	bpq	npf	blank	1	2.8533 ± 0.0914
mix_gen	offline	bpq	dedup	online	1	2.8542 ± 0.0717
randomH	offline	bpq	npf	online	2	2.8543 ± 0.0443
mix_gen	offline	bpq	npf	online	0	2.8544 ± 0.0667
mix_gen	offline	bpq	npf	offline	1	2.8548 ± 0.0598
mix_all	offline	bpq	dedup	blank	0	2.8557 ± 0.0507
mix_gen	blank	bpq	npf	blank	0	2.8564 ± 0.1209
randomH	blank	bpq	dedup	online	2	2.8570 ± 0.0958
randomH	offline	bpq	hybrid	online	0	2.8571 ± 0.0576
randomH	blank	bpq	hybrid	blank	3	2.8577 ± 0.1527
randomH	blank	bpq	hybrid	blank	1	2.8579 ± 0.1051
mix_all	blank	bpq	hybrid	offline	2	2.8587 ± 0.1293
randomH	blank	bpq	dedup	blank	3	2.8590 ± 0.0827
mix_all	offline	bpq	dedup	blank	3	2.8595 ± 0.0389
mix_all	offline	bpq	dedup	offline	2	2.8600 ± 0.1206
randomH	blank	bpq	npf	online	2	2.8601 ± 0.1177
randomH	blank	bpq	dedup	offline	0	2.8603 ± 0.1017
randomH	offline	bpq	npf	blank	2	2.8606 ± 0.0333
randomH	offline	bpq	npf	online	0	2.8609 ± 0.0615
mix_gen	offline	bpq	hybrid	blank	3	2.8623 ± 0.0872
mix_gen	offline	bpq	hybrid	blank	2	2.8638 ± 0.0924
randomH	offline	bpq	dedup	blank	3	2.8645 ± 0.1579
mix_gen	blank	bpq	npf	offline	3	2.8650 ± 0.0751
randomH	offline	bpq	npf	offline	0	2.8653 ± 0.0143
mix_all	offline	bpq	npf	offline	2	2.8655 ± 0.0539
mix_all	offline	bpq	hybrid	blank	1	2.8655 ± 0.0973
mix_all	offline	bpq	ob	blank	3	2.8656 ± 0.0250
mix_all	offline	bpq	hybrid	blank	0	2.8663 ± 0.0950
mix_gen	blank	bpq	ob	offline	2	2.8671 ± 0.1154
mix_all	blank	bpq	ob	offline	0	2.8680 ± 0.1584
mix_all	offline	bpq	ob	offline	0	2.8681 ± 0.1032
randomH	blank	bpq	ob	online	0	2.8681 ± 0.1261
randomH	blank	bpq	dedup	offline	2	2.8683 ± 0.1320
randomH	offline	bpq	npf	blank	3	2.8687 ± 0.0476
mix_gen	offline	bpq	npf	offline	3	2.8688 ± 0.0400
mix_gen	blank	bpq	dedup	online	2	2.8702 ± 0.1695
mix_gen	blank	bpq	hybrid	offline	2	2.8706 ± 0.0695
mix_all	blank	bpq	hybrid	blank	2	2.8711 ± 0.1222
mix_gen	offline	bpq	dedup	offline	3	2.8711 ± 0.1133
mix_all	blank	bpq	ob	offline	1	2.8720 ± 0.1416
randomH	offline	bpq	ob	online	1	2.8720 ± 0.0595
mix_gen	offline	bpq	hybrid	online	2	2.8723 ± 0.0914
mix_all	offline	bpq	npf	blank	2	2.8725 ± 0.1365
mix_gen	offline	bpq	hybrid	offline	3	2.8729 ± 0.0443
mix_all	offline	bpq	ob	blank	0	2.8729 ± 0.0809
mix_all	blank	bpq	hybrid	online	1	2.8730 ± 0.1187
mix_gen	offline	bpq	dedup	blank	0	2.8731 ± 0.0945
mix_all	offline	bpq	ob	offline	3	2.8733 ± 0.0847
mix_all	offline	bpq	dedup	blank	1	2.8739 ± 0.0635
randomH	blank	bpq	dedup	blank	1	2.8750 ± 0.2399
randomH	offline	bpq	npf	offline	1	2.8761 ± 0.0901
mix_gen	offline	bpq	hybrid	online	1	2.8769 ± 0.0749
randomH	offline	bpq	npf	offline	2	2.8770 ± 0.0332
mix_gen	offline	bpq	ob	online	3	2.8777 ± 0.0544
randomH	offline	bpq	hybrid	blank	0	2.8778 ± 0.1292
mix_all	blank	bpq	dedup	online	1	2.8778 ± 0.2219
mix_all	blank	bpq	hybrid	online	3	2.8782 ± 0.0997
randomH	offline	bpq	hybrid	online	3	2.8794 ± 0.1043
mix_all	blank	bpq	dedup	offline	3	2.8795 ± 0.1163
mix_gen	blank	bpq	dedup	offline	1	2.8812 ± 0.1755
mix_all	offline	bpq	hybrid	blank	3	2.8813 ± 0.0467
randomH	offline	bpq	dedup	blank	0	2.8819 ± 0.0978
mix_all	offline	bpq	npf	online	2	2.8828 ± 0.0644
mix_gen	offline	bpq	npf	offline	2	2.8831 ± 0.0369
mix_gen	offline	bpq	ob	blank	3	2.8832 ± 0.0652
mix_all	blank	bpq	npf	blank	0	2.8834 ± 0.0808
mix_all	blank	bpq	dedup	online	0	2.8837 ± 0.1592
randomH	offline	bpq	npf	offline	3	2.8837 ± 0.0969
mix_gen	blank	bpq	hybrid	offline	1	2.8838 ± 0.1730
randomH	blank	bpq	ob	offline	0	2.8841 ± 0.1218
mix_gen	blank	bpq	ob	blank	0	2.8844 ± 0.1950
mix_all	blank	bpq	dedup	blank	1	2.8844 ± 0.1139
mix_gen	offline	bpq	dedup	online	2	2.8844 ± 0.1339
mix_all	offline	bpq	dedup	offline	3	2.8846 ± 0.0530
randomH	blank	bpq	npf	offline	1	2.8848 ± 0.0917
randomH	blank	bpq	false	false	0	2.8858 ± 0.1083
randomH	blank	bpq	npf	online	3	2.8864 ± 0.0850
mix_all	blank	bpq	dedup	offline	0	2.8866 ± 0.1712
mix_gen	blank	bpq	npf	offline	0	2.8867 ± 0.0907
mix_all	offline	bpq	ob	blank	1	2.8872 ± 0.1102
mix_gen	blank	bpq	dedup	blank	2	2.8878 ± 0.1216
randomH	offline	bpq	ob	online	2	2.8892 ± 0.0415
mix_all	blank	bpq	hybrid	offline	1	2.8894 ± 0.1339
mix_gen	offline	bpq	ob	online	0	2.8907 ± 0.0637
mix_gen	offline	bpq	hybrid	offline	0	2.8908 ± 0.0440
mix_all	blank	bpq	hybrid	online	0	2.8909 ± 0.1437
mix_gen	offline	bpq	hybrid	online	3	2.8910 ± 0.0799
mix_all	offline	bpq	ob	offline	2	2.8914 ± 0.1135
mix_all	blank	bpq	hybrid	blank	1	2.8921 ± 0.1289
mix_gen	offline	bpq	ob	offline	1	2.8924 ± 0.1042
randomH	blank	bpq	hybrid	offline	1	2.8929 ± 0.0267
mix_gen	offline	bpq	npf	online	1	2.8933 ± 0.0645
randomH	blank	bpq	ob	online	1	2.8933 ± 0.1370
mix_gen	blank	bpq	hybrid	blank	0	2.8937 ± 0.1279
randomH	offline	bpq	hybrid	offline	0	2.8938 ± 0.1347
mix_gen	blank	bpq	ob	offline	3	2.8948 ± 0.1353
mix_all	offline	bpq	false	false	0	2.8949 ± 0.1203
randomH	offline	bpq	dedup	offline	1	2.8950 ± 0.0674
mix_gen	offline	bpq	hybrid	offline	2	2.8955 ± 0.0841
randomH	blank	bpq	npf	blank	1	2.8955 ± 0.1567
randomH	blank	bpq	ob	blank	2	2.8958 ± 0.1440
mix_all	offline	bpq	ob	online	1	2.8968 ± 0.1231
randomH	blank	bpq	hybrid	online	1	2.8970 ± 0.1095
mix_all	blank	bpq	npf	online	1	2.8984 ± 0.1189
mix_all	blank	bpq	npf	offline	3	2.8988 ± 0.0897
mix_gen	blank	bpq	npf	online	1	2.8997 ± 0.1446
randomH	blank	bpq	npf	blank	3	2.8998 ± 0.2017
mix_all	offline	bpq	ob	online	3	2.9000 ± 0.1260
mix_all	blank	bpq	dedup	blank	3	2.9005 ± 0.1350
randomH	offline	bpq	false	false	0	2.9023 ± 0.1079
randomH	offline	bpq	dedup	online	1	2.9023 ± 0.0868
mix_gen	offline	bpq	npf	offline	0	2.9026 ± 0.0100
mix_all	blank	bpq	ob	offline	3	2.9031 ± 0.1018
randomH	blank	bpq	dedup	blank	0	2.9031 ± 0.1948
randomH	blank	bpq	ob	offline	3	2.9037 ± 0.1619
randomH	blank	bpq	hybrid	online	2	2.9039 ± 0.0903
mix_gen	offline	bpq	ob	online	2	2.9047 ± 0.0691
mix_all	offline	bpq	ob	offline	1	2.9065 ± 0.0564
mix_gen	offline	bpq	hybrid	offline	1	2.9073 ± 0.1098
mix_all	offline	bpq	npf	offline	3	2.9075 ± 0.0238
mix_gen	offline	bpq	npf	online	2	2.9078 ± 0.1066
mix_gen	blank	bpq	hybrid	blank	1	2.9091 ± 0.1337
randomH	blank	bpq	npf	offline	3	2.9105 ± 0.1857
mix_all	offline	bpq	npf	online	0	2.9106 ± 0.0291
mix_all	offline	bpq	dedup	online	1	2.9108 ± 0.0723
mix_all	blank	bpq	ob	blank	1	2.9111 ± 0.1093
randomH	blank	bpq	ob	blank	0	2.9114 ± 0.1373
mix_all	offline	bpq	hybrid	offline	0	2.9115 ± 0.0498
mix_all	offline	bpq	dedup	online	0	2.9132 ± 0.0518
randomH	offline	bpq	dedup	blank	1	2.9136 ± 0.0792
mix_gen	blank	bpq	ob	offline	1	2.9137 ± 0.1738
mix_all	blank	bpq	false	false	0	2.9152 ± 0.1869
mix_gen	blank	bpq	hybrid	offline	3	2.9170 ± 0.1211
mix_all	offline	bpq	ob	online	0	2.9170 ± 0.1625
mix_all	blank	bpq	npf	blank	1	2.9172 ± 0.1623
mix_all	blank	bpq	hybrid	blank	3	2.9183 ± 0.0911
mix_gen	blank	bpq	dedup	blank	3	2.9185 ± 0.2466
mix_gen	blank	bpq	dedup	online	3	2.9189 ± 0.2344
mix_gen	blank	bpq	ob	blank	1	2.9195 ± 0.1751
mix_all	blank	bpq	ob	offline	2	2.9203 ± 0.1684
randomH	blank	bpq	ob	blank	1	2.9205 ± 0.1345
randomH	blank	bpq	npf	blank	0	2.9207 ± 0.1685
mix_gen	blank	bpq	ob	online	3	2.9207 ± 0.1763
mix_all	blank	bpq	hybrid	offline	3	2.9217 ± 0.1885
mix_gen	blank	bpq	ob	online	0	2.9228 ± 0.1926
randomH	offline	bpq	hybrid	online	1	2.9234 ± 0.2036
randomH	offline	bpq	ob	online	0	2.9239 ± 0.0558
randomH	offline	bpq	ob	offline	0	2.9239 ± 0.0874
mix_gen	blank	bpq	hybrid	online	2	2.9239 ± 0.1660
mix_all	blank	bpq	ob	blank	2	2.9239 ± 0.1096
mix_gen	offline	bpq	ob	offline	2	2.9244 ± 0.0652
mix_gen	blank	bpq	ob	blank	3	2.9267 ± 0.1322
mix_all	blank	bpq	hybrid	offline	0	2.9278 ± 0.1719
mix_gen	blank	bpq	npf	online	0	2.9291 ± 0.0958
randomH	blank	bpq	dedup	offline	3	2.9317 ± 0.2233
mix_all	blank	bpq	hybrid	online	2	2.9327 ± 0.0552
mix_gen	blank	bpq	dedup	online	1	2.9352 ± 0.1759
mix_all	offline	bpq	ob	online	2	2.9357 ± 0.2041
mix_gen	offline	bpq	dedup	offline	1	2.9357 ± 0.2365
mix_gen	blank	bpq	ob	online	2	2.9364 ± 0.1526
mix_all	blank	bpq	npf	blank	3	2.9380 ± 0.1761
mix_all	blank	bpq	npf	offline	0	2.9380 ± 0.1401
mix_all	blank	bpq	npf	online	0	2.9383 ± 0.1885
randomH	blank	bpq	ob	blank	3	2.9384 ± 0.1230
mix_all	offline	bpq	hybrid	offline	1	2.9401 ± 0.1374
mix_gen	blank	bpq	dedup	offline	0	2.9405 ± 0.2498
mix_gen	offline	bpq	ob	offline	0	2.9408 ± 0.1355
mix_all	blank	bpq	ob	online	0	2.9412 ± 0.1737
mix_gen	blank	bpq	hybrid	blank	3	2.9420 ± 0.1662
randomH	blank	bpq	hybrid	offline	3	2.9431 ± 0.0647
mix_all	offline	bpq	dedup	blank	2	2.9451 ± 0.1352
mix_gen	offline	bpq	ob	blank	2	2.9453 ± 0.1200
randomH	offline	bpq	ob	blank	3	2.9456 ± 0.2182
mix_gen	blank	bpq	ob	blank	2	2.9491 ± 0.1980
mix_all	blank	bpq	ob	blank	3	2.9516 ± 0.2662
randomH	offline	bpq	ob	online	3	2.9524 ± 0.1052
mix_gen	blank	bpq	npf	offline	2	2.9528 ± 0.1822
mix_all	blank	bpq	ob	online	2	2.9546 ± 0.2418
mix_all	blank	bpq	hybrid	blank	0	2.9548 ± 0.1858
mix_gen	offline	bpq	ob	online	1	2.9563 ± 0.1540
mix_all	blank	bpq	ob	blank	0	2.9592 ± 0.1887
mix_all	offline	bpq	dedup	offline	0	2.9594 ± 0.1690
mix_all	blank	bpq	ob	online	3	2.9598 ± 0.3348
randomH	offline	bpq	ob	blank	0	2.9599 ± 0.1731
mix_all	offline	bpq	hybrid	online	3	2.9606 ± 0.1637
mix_gen	blank	bpq	false	false	0	2.9646 ± 0.2918
mix_all	offline	bpq	hybrid	offline	3	2.9709 ± 0.2261
mix_all	blank	bpq	npf	online	2	2.9723 ± 0.2771
randomH	offline	bpq	dedup	online	3	2.9729 ± 0.1294
mix_gen	blank	bpq	hybrid	blank	2	2.9734 ± 0.2231
mix_gen	blank	bpq	hybrid	online	1	2.9763 ± 0.2089
randomH	offline	bpq	hybrid	offline	3	2.9763 ± 0.2663
mix_gen	blank	bpq	npf	online	3	2.9768 ± 0.1310
mix_all	offline	bpq	ob	blank	2	2.9768 ± 0.2450
randomH	blank	bpq	ob	online	2	2.9772 ± 0.1487
randomH	blank	bpq	ob	online	3	2.9797 ± 0.1797
mix_all	blank	bpq	npf	offline	1	2.9809 ± 0.2595
randomH	blank	bpq	hybrid	online	0	2.9831 ± 0.1408
mix_gen	offline	bpq	ob	blank	1	2.9837 ± 0.2495
randomH	blank	bpq	dedup	online	0	2.9838 ± 0.1918
randomH	offline	bpq	ob	blank	1	2.9852 ± 0.0665
mix_gen	blank	bpq	hybrid	online	3	2.9855 ± 0.1839
mix_gen	blank	bpq	ob	offline	0	2.9874 ± 0.1476
mix_gen	blank	bpq	npf	offline	1	2.9904 ± 0.1701
mix_all	blank	bpq	npf	blank	2	2.9927 ± 0.2103
mix_gen	offline	bpq	npf	online	3	2.9951 ± 0.1981
mix_gen	offline	bpq	ob	offline	3	3.0010 ± 0.1052
mix_all	offline	bpq	npf	offline	0	3.0014 ± 0.1624
mix_gen	offline	bpq	dedup	offline	0	3.0015 ± 0.1997
mix_all	offline	bpq	npf	offline	1	3.0101 ± 0.1757
mix_gen	offline	bpq	npf	blank	3	3.0134 ± 0.3894
randomH	offline	bpq	dedup	online	0	3.0159 ± 0.2663
mix_gen	blank	bpq	npf	online	2	3.0172 ± 0.2199
